global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
918.9025749860622	n/a	844381.9423160156	n/a	1390.1209551277807	n/a	n/a	1932436.2698853733	786.6048279441738	n/a	n/a	618747.1553450833	856.729654237888	844.476203696511	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0187098071729394	n/a	0.0003500568844485	n/a	-0.0510596140494925	n/a	n/a	0.0026070841868831	-0.3451821162064732	n/a	n/a	0.1191506933487791	-0.0009759969682506	n/a	9.525700820343626e-07	n/a	3.407760970963736e-05	n/a	1.1612834835223703e-09	n/a	-0.0001589834901998	n/a	n/a	2.52757501561099e-08	0.0
670.6986808844141	-248.20389410164807	449836.72054009314	61605.17304722213	669.2394480732202	-720.8815070545605	519670.1472132544	447881.43885734834	639.0095192683683	-147.59530867580554	21784.37514310632	408333.1657155912	632.8402338629601	525.4315765450217	19.611385	414.625763	0.5894749380720985	0.3623149794786021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0336255786769754	0.0523353858499148	0.0011306795413614	0.0027389926120594	0.1272799773730213	0.1783395914225138	0.0318050098687491	0.0162001926400768	-0.0418951964257914	0.3032869197806818	0.0919829557100537	0.0017552074835556	-0.0009870905078892	-1.109353963860008e-05	9.74347670764959e-07	1.2306662171319115e-10	0.0002451398691722	0.0002110622594625	6.009355545776332e-08	4.4547277369442116e-08	0.0007291215310788	0.0008881050212785	7.887305288202624e-07	5.316182070826935e-07	1.0
659.9533893220129	-10.745291562401237	435538.4760776123	115.46129076101116	662.0214391589839	-7.218008914236293	52.09965268599459	438272.3859061322	638.3709878881937	-0.6385313801746406	0.4077223234677314	407517.5181773483	631.3536875884805	520.7401749420166	1.490034	31.502432	0.0903971699377275	0.0482691234565662	-0.0815201768	-0.0836318198	-0.0343741578	0.1296821745	-0.0883266083	-0.1007296009	0.0333486933	0.0136753531	0.0821740984	0.6024545572	0.099983632	-0.1182364458	0.1560361727	-0.0364123209	0.007500007	-0.024354128	0.0163109015	0.0356679431	-0.0005044464	0.0034979339	-0.0725711322	0.0265611602	-0.0407420372	0.0548007836	-0.0330812595	0.0068374047	-0.1495299549	0.091112762	0.0205794657	-0.0691499693	0.0601540742	-0.0201622212	0.0922993314	-0.0061841464	0.0444697681	-0.1032901976	0.0733476074	-0.0030788248	0.009539133	-0.0920874315	0.0363425294	-0.0812121078	0.0304153627	-0.0033680406	0.0137353955	-0.0012759197	0.0147201369	0.0581206183	-0.0022854977	-0.0530932037	0.0922583082	-0.0750859172	0.1294742171	0.0626686211	0.0938585146	-0.0361427349	0.0274782944	-0.082030083	0.0598700002	0.0832537486	-0.0584609056	0.0150933394	-0.0015108293	0.0877112101	-0.0228420356	0.000931907	-0.09312389	0.0833355592	-0.0651609731	0.0088392364	0.0254433564	-0.0237740115	-0.1105645343	0.2010493747	-0.2135385893	0.219656488	-0.1822529566	0.1300579306	-0.1118356289	0.0717775469	-0.1151955142	0.0548364683	-0.0655392413	0.0628111176	-0.0231472335	0.0395908489	-0.0178996565	-0.0162106833	0.1359784924	0.0772968344	0.208786319	-0.127261378	0.1471575133	-0.16739997	0.0948232817	-0.1053681788	0.0232896741	-0.1538508884	0.0665957112	-0.0377847097	0.1251163115	-0.0444163707	0.0860767142	-0.1718747477	0.1647105422	-0.0980942534	0.1374434669	-0.115404186	0.2370973708	-0.1377440286	0.0367428854	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.058311230550629	0.0246856518736535	0.0034001996083286	0.0006093814084272	0.1610408449618887	0.0337608675888674	0.001139796180353	0.025934153746039	-0.0286513978071099	0.0132437986186815	0.0001753982018521	0.0008209025963012	-0.001197083788002	-0.0002099932801128	1.4330095954972175e-06	4.40971776925329e-08	0.0001979932711455	-4.714659802669999e-05	3.920133541889549e-08	2.2228017054912314e-09	0.0008461186900698	0.000116997158991	1.368833521196534e-08	7.159168376854343e-07	0.0
659.8719899726793	-0.0813993493335374	435431.0431505038	0.0066258540719232	652.5938807773051	-9.42755838167875	88.87885703996126	425878.7732279835	638.8837215692671	0.5127336810734278	0.2628958277071075	408172.4096861968	631.2028498092753	522.5924317724055	0.725732	15.343487	0.1236313102532655	0.0750974509874564	-0.0604783139	-0.0778901771	0.0243857695	0.1136372688	-0.0677879369	-0.0097967332	0.0023848951	-0.0876777393	0.0893747416	-0.0329103581	-0.0584350839	-0.0822381762	0.0678031339	0.0085041721	-0.0298981215	-0.1150339821	-0.0025072162	0.0674085465	-0.0645770086	-0.0045173115	-0.0566032228	-0.0971468533	-0.0707041534	-0.1418646028	-0.02487986	0.0351990689	0.068615181	-0.0981583638	0.0058546141	0.017659616	0.179287363	-0.0829683343	-0.0191242731	-0.0602115603	-0.0267398708	0.007397744	0.0037206441	0.07251724	-0.0077300867	-0.0334068853	0.0027619913	0.0263092602	0.0029061191	-0.0407531961	-0.0105718067	-0.0329190214	0.0795227594	0.062101484	-0.0389306392	-0.0206301168	0.0414261815	-0.0098209192	0.0852178542	0.0337619204	0.045249048	-0.0212833842	-0.1041488135	-0.0643537497	-0.0604729946	-0.0559129839	-0.0606133177	-0.1064576878	-0.1584789833	-0.0029885328	0.0549205358	0.0049868814	-0.0151001858	0.0828137929	-0.0147818081	0.1149996937	0.0200123791	-0.1126401755	0.0226135449	0.082803967	-0.153838429	-0.0955034598	0.0108576043	0.0310152844	-0.0438118555	0.0466917183	-0.1052883085	-0.0107255268	0.0494376143	-0.0267015998	-0.0680138944	0.0740332195	-0.0538818067	-0.0026388778	0.1256335456	0.0371514512	0.2007748642	-0.0760261603	0.133476724	-0.1503212963	0.0278193753	-0.068267609	0.0043219696	-0.0335442904	0.1641167791	0.0869710001	0.0455419388	-0.0441663734	0.0591728131	0.0485788547	0.1145773832	-0.0260134297	-0.0289247326	-0.084909594	0.0088463595	-0.0919603632	0.0733886045	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	0.0583856852805695	7.445472994049851e-05	0.0034088882456817	5.543506810512565e-09	0.1980741447277694	0.0370332997658807	0.0013714652915495	0.0392333668096373	0.0027668819120094	0.0314182797191193	0.0009871083005088	7.655635515004793e-06	-0.0020460469220521	-0.0008489631340501	4.186308007238873e-06	7.207384029761682e-07	0.0001358300709395	-6.2163200206e-05	1.84498081714296e-08	3.864263459851239e-09	0.0006551395035594	-0.0001909791865103	3.6473049680174144e-08	4.292077691240571e-07	0.0
661.2870585465985	1.415068573919143	437300.5738012124	2.0024190688935573	655.0984001375188	2.504519360213635	6.272617225684916	429153.9138627366	638.9758718023656	0.0921502330985504	0.0084916654601171	408290.1647455932	631.2133196734742	530.7177766036988	0.7431759999999998	15.7123	0.0795653558076204	0.0482823188643273	-0.006004541	-0.0492801329	0.0295909963	0.0799251201	0.0005826353	0.0932297783	0.0058082612	-0.0019437043	0.1207238272	-0.0337085118	-0.0206657961	-0.0981478226	0.017797704	-0.0716441715	-0.0438810247	-0.0661227458	0.0706861695	-0.0049935588	0.0094619891	-0.0255873443	-0.0106051175	-0.0320325735	0.1038049085	0.0474289782	0.0344533115	-0.0013070352	0.0651480219	-0.2257268055	0.0919961089	0.097846938	-0.0778599412	-0.0195435943	-0.0259945402	-0.0600511935	-0.0672282194	-0.1408337183	0.0016743724	0.0428931827	0.0028197637	-0.1032793703	-0.0721338112	0.0221914118	0.0750422177	0.0608027249	0.0654727843	0.1054318338	0.0059797667	-0.1526567841	0.0884321305	-0.0117603164	0.061557107	0.0521879641	0.0874266138	-0.067786031	0.067918401	-0.0736007438	-0.0289910743	-0.1531398955	0.0293091024	-0.060820571	-0.0227387732	-0.057995749	-0.1047539163	0.0012147594	0.0302059932	-0.0918858732	-0.0839184438	0.1698514658	-0.0590556787	-0.0118277907	0.069257444	0.1256548912	0.1084043596	0.0453932794	0.1262581534	0.1043540344	0.0901201097	0.0371558483	0.0186586204	0.0906989246	0.0521728159	-0.0332712885	0.0150527247	-0.0021029883	-0.0725396386	-0.0286757875	0.0164743837	0.0897460664	0.0254863778	0.0563340278	0.2030056952	-0.0625217908	0.0995282284	-0.1064390681	0.0634038562	-0.1144054343	0.1302498425	-0.1065340435	-0.1052580688	-0.0450832925	0.1287766393	-0.015535569	0.0386342659	0.0712001527	0.0139516675	0.0096633467	-0.0534635508	-0.0593825473	-0.0097521963	-0.0662063209	0.126265226	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.0767439414064199	0.0183582561258503	0.005889632542592	0.0003370255679823	0.2061976920058299	0.0081235472780605	6.599202037888416e-05	0.042517488188531	0.0004418316877448	-0.0023250502242646	5.405858545352866e-06	1.952152402954185e-07	-0.0027630621397915	-0.0007170152177394	7.634512388349184e-06	5.141108224698791e-07	0.0001207039564408	-1.5126114498699996e-05	1.4569445100462544e-08	2.2879933982778217e-10	0.0009381682149102	0.0002830287113507	8.010525144889444e-08	8.801595994677911e-07	0.0
661.4300517122568	0.1429931656583676	437489.7133080788	0.0204470454250013	653.4743295874299	-1.6240705500888453	2.6376051516658845	427028.69942974095	638.4791279393113	-0.4967438630543483	0.2467544654821572	407655.5968141435	630.4578420344615	529.0247670754519	0.74406	15.730988	0.0259575209652212	0.016525459877032	-0.001152854	-0.0363507316	0.0507141876	0.108541159	-0.0492299913	0.0587482762	-0.0635376389	-0.0219079811	0.0742431903	-0.0854935482	-0.0741800866	-0.0961585302	0.0396958149	-0.1131393945	0.0341661043	-0.0654962479	-0.0841056636	0.0459128271	-0.1359211256	-0.0505375577	0.0153577711	-0.060569652	0.0056445236	-0.0544367381	-0.0288740677	0.0813751914	-0.0650799399	0.0062819362	0.0685638336	0.024139567	0.0826492585	0.0502336065	0.1313931037	-0.1056645239	0.0164896121	-0.0317960008	-0.0445647577	0.0948311179	-0.0085688158	0.0724820975	-0.0117954523	-0.0222985968	-0.0447244296	0.0005919092	-0.002107991	0.0786496244	-0.0063349413	0.0031331957	0.1364676824	0.0294085746	-0.0074057538	-0.0100120343	0.1245250819	0.0287797735	-0.0111161173	-0.0838382837	0.053928257	-0.0707160401	-0.0169925152	-0.122931617	-0.0830278051	-0.1487131625	-0.1540053327	0.051386327	0.052304039	-0.0348888966	-0.002624688	0.0664526081	0.0050278884	-0.0751278342	0.0703948013	-0.0129882367	-0.0516499559	0.0039326825	-0.0088393536	-0.0217595657	-0.0295286371	0.0637223223	0.0468748459	-0.0774164913	0.0381594652	0.0669216714	0.0382148765	-0.1099277616	-0.0184378926	-0.0479462533	-0.1130012609	-0.0761300513	0.0608053985	0.0749457431	0.1671436227	-0.0324719969	0.0356509534	-0.1173342042	0.0147074161	-0.0128253803	-0.1119556442	-0.0684322439	0.0348712211	-0.0874760242	-0.0028491119	-0.0108687388	-0.0376828449	0.0236478305	0.0465810553	0.1266755476	-0.168792084	-0.0433787136	-0.0706034442	-0.0587894401	0.0276768984	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0689514039604262	-0.0077925374459936	0.0047542961081138	6.072363984721384e-05	0.2061958494667664	-1.842539063517945e-06	3.394950200589586e-12	0.0425167283373213	0.0013096055778589	0.000867773890114	7.530315243637579e-07	1.7150667695591431e-06	-0.0027776497302543	-1.458759046279968e-05	7.715338023981784e-06	2.1279779551036419e-10	0.0003488410464445	0.0002281370900037	1.2169007568449384e-07	5.204653183535632e-08	0.0008349855535757	-0.0001031826613344	1.0646661600070104e-08	6.972008746801183e-07	0.0
662.7699440760515	1.339892363794661	439263.9987705724	1.795311546555244	655.5114945233878	2.0371649359578896	4.150040976296313	429695.3194522855	639.122630329053	0.643502389741684	0.4140953256032582	408477.7365987273	631.4090386512296	538.2532602969083	0.737928	15.601339	0.0844632253170254	0.0429768131617537	0.0663970523	-0.0463889458	-0.0513378844	0.0875907277	-0.0332760154	0.1070548605	-0.0245478603	-0.0111261877	0.0278757289	-0.028129919	0.093689572	-0.0707265388	0.0904347249	-0.0575586594	-0.075294026	-0.0214444038	-0.0381628706	0.0205059131	-0.0296901239	0.0014992887	0.0504084514	-0.1397199191	0.0386653018	-0.017097552	-0.1316376433	0.0141569007	0.0740254298	0.0271083639	-0.0351136946	0.0439474679	-0.0099710452	0.071856071	-0.0546467743	0.1012574416	-0.1070420365	-0.0077800976	-0.0107658129	0.1216609735	0.0808820849	-0.007080027	-0.0267131578	0.0191131522	0.0054634211	0.0146890617	0.0847546468	-0.1004703089	-0.0581863638	0.0457824767	-0.0379275313	-0.0037400009	-0.0468128707	0.0011018945	0.1362182844	-0.0441607834	-0.0077750837	-0.0125511748	-0.0344282898	-0.0946136976	0.061692886	-0.1766603724	-0.0431799494	-0.0785578165	-0.0590171242	0.1377575903	-0.0615318805	0.0585499612	-0.0129483224	-0.0580479891	-0.0027144556	0.0548892035	-0.0111024596	0.054038205	0.0694700476	0.0080549368	0.1343026956	-0.0417277855	0.0424709853	-0.0146487937	-0.0164578963	0.0227764675	0.1319869872	-0.0254310374	-0.0031428194	-0.0800489041	0.0275114621	0.0793115638	0.0035473335	-0.0385220359	0.0774252128	-0.0198677233	0.1649789546	-0.0277857876	-0.0097203365	-0.0621187756	-0.019511816	0.0100446788	-0.0267492889	0.0390071616	0.1005793957	0.065258379	-0.0363564454	-0.0058264874	-0.0553042935	0.0722981674	0.0023951358	0.2163936237	-0.0216811881	0.0476281872	-0.096054746	0.0312201871	-0.0581269244	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	0.0768407929917884	0.0078893890313622	0.0059045074676068	6.224245928817821e-05	0.2304915511448086	0.0242957016780422	0.0005902811200284	0.0531263551491399	0.0058648444290199	0.004555238851161	2.0750200991126587e-05	3.4396400176605754e-05	-0.0029449074354651	-0.0001672577052108	8.672479803457632e-06	2.7975139952382874e-08	-0.000181108926968	-0.0005299499734125	3.280044342750036e-08	2.808469743199095e-07	0.0010922357900816	0.0002572502365058	6.617768418234146e-08	1.1929790211351768e-06	0.0
664.1952913187274	1.4253472426759115	441155.3850099692	2.0316147622038243	658.3081268051924	2.796632281804591	7.821152119631553	433369.58981776127	640.4724222396914	1.3497919106383731	1.8219382020247905	410204.9236495775	632.4268318329881	548.2353258254311	0.7493649999999998	15.843141	0.0582795416484172	0.0348856841176967	0.1001710951	-0.0055942644	-0.1071539311	-0.012993509	-0.0202994858	0.0728237177	0.0162229003	0.087464515	-0.0160133437	-0.1071855006	-0.0383191356	-0.0197799061	0.0523557696	0.0802722927	-0.1255370469	0.0764640995	0.0771424922	0.0125401649	-0.0609568033	0.0543921658	0.023843512	-0.0054938973	0.0160929516	0.0758823986	0.0138420598	-0.1300153346	-0.0033277616	-0.0128914579	0.0929619372	-0.0355990252	-0.0383383007	0.0818130404	-0.0595594518	-0.0780386256	0.0440854461	-0.0946826899	-0.0732342294	0.0975762029	0.107783742	-0.0036676481	-0.0045864986	-0.0275940056	-0.0084801865	0.0304048068	-0.1228043853	-0.0131148217	0.0308710029	-0.0662061604	0.1259147047	-0.150062178	-0.0134734379	-0.0113216135	0.0644236422	-0.0947713009	0.030877148	0.0691355418	-0.1004968614	-0.0585598948	-0.047223375	-0.0461255321	-0.0388381737	-0.0783751912	0.0823044632	0.0026024201	0.0527268835	0.0198632269	-0.0309734712	0.0923514403	-0.1770865209	-0.0314000539	-0.0551556133	0.1140960301	0.0717903123	0.0543186542	0.0727380485	0.0125300312	-0.0537478554	-0.0061763194	-0.0339655222	-0.1965300939	0.0214988906	0.007062808	0.0407316082	-0.063378608	-0.092770159	0.0010831553	0.0558098657	0.0702551682	0.0126721598	-0.0437972095	0.1606429944	-0.0589277406	-0.0364868804	0.0137789392	0.0417996577	0.0034381463	0.1269113916	0.0672622083	-0.0818313333	0.1447171077	-0.0316715364	0.0289889515	-0.0025804799	0.1070727151	-0.0359327507	0.0886299401	0.1363382782	0.0423492781	-0.1184462852	0.0533446785	0.0896577672	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	0.0771130272971021	0.0002722343053136	0.0059464189789236	7.411151698962586e-08	0.2229360277850816	-0.007555523359727	5.708593323938048e-05	0.0497004724845906	-0.0046236224649334	-0.0104884668939532	0.0001100079377855	2.1377884698236808e-05	-0.0035964676907616	-0.0006515602552965	1.2934579850692076e-05	4.2453076628204077e-07	-7.403744264733447e-05	0.0001070714843206	5.481542913757341e-09	1.1464302754630525e-08	0.0011328703922529	4.063460217130013e-05	1.6511708936198295e-09	1.2833953256432395e-06	0.0
664.3534566495032	0.1581653307757733	441365.5153621433	0.0250162718594097	657.5796676463326	-0.7284591588597777	0.5306527461266949	432411.0193018612	640.169330960982	-0.3030912787093029	0.0918643232296403	409816.77230303135	632.4815358001914	557.1369334125519	0.720009	15.222505	0.0309058368304477	0.0152374166720008	0.0866435389	0.0547465912	-0.119631869	-0.0869546507	-0.0036641177	0.0471637464	0.0263460742	0.0757067569	-0.0402147121	-0.0542842814	-0.1948165228	-0.014426869	-0.0320704388	-0.0291143143	-0.0012038841	0.1422092477	-0.0094819765	0.0299497933	0.0531674823	-0.0403675684	-0.1252353257	-0.0219521748	0.0252403205	-0.0752822809	0.0186833193	-0.0411482932	0.0369886379	0.0455373718	0.0451987238	-0.0412122546	-0.043442022	0.0757704615	0.0311595475	-0.0800565844	-0.0004982059	0.016281914	-0.0212418611	0.0574229434	-0.0998405605	0.017878526	0.0366757727	-0.0001852488	0.167189752	-0.0421279147	0.1513612822	-0.0115765231	-0.0495075386	-0.0633259264	-0.0382180416	-0.1189149406	-0.0193272157	0.0243229412	0.0199446864	-0.0673044992	-0.0266957388	0.0508698748	0.088488527	-0.0968106284	-0.1584405984	0.0649810868	-0.0078464582	-0.098963563	-0.0394109249	-0.0912682996	-0.0768639236	-0.0321146259	-0.0369791625	-0.0205559973	-0.087964982	0.0276640668	-0.0931048871	0.0231006769	-0.0024460012	0.0344440748	0.1051650757	-0.0580827401	-0.0112165925	-0.0776735937	0.0309878343	-0.019224038	-0.085550545	0.0932865638	-0.0637772273	0.0785372414	-0.0246683356	0.0365766627	-0.1466285787	0.0362261226	-0.0332828769	0.0347460017	0.1481097772	-0.0318710198	-0.0339602389	0.0813474302	0.0923610516	0.0285678257	0.0247787692	0.010200937	-0.217962626	0.0174712502	-0.0108026625	0.0659134656	0.0264751678	0.0184744062	-0.0215849694	0.0091420737	-0.0074526856	0.097768143	-0.01426558	0.1368571018	0.0218285417	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	0.0772778950070574	0.0001648677099553	0.0059718730567217	2.7181361785905583e-08	0.2239556273680278	0.0010195995829462	1.0395833095440676e-06	0.0501561230298069	-0.0192854765379664	-0.014661854073033	0.0002149699648589	0.0003719296052964	-0.0037869488663213	-0.0001904811755596	1.434098171613218e-05	3.6283078242605165e-08	-0.0001008039348349	-2.6766492187565533e-05	1.0161433278198768e-08	7.164451040270066e-10	0.0012168130337959	8.394264154299997e-05	7.046367069216585e-09	1.4806339592155825e-06	0.0
662.596899907364	-1.756556742139196	439034.6517668493	3.085491588354666	658.3534118307513	0.7737441844186606	0.5986800629216982	433429.2148691908	640.2166679667239	0.0473370057418378	0.0022407921126027	409877.3819424144	633.3092591970559	554.2716612555764	0.7399909999999998	15.644952	0.0712087963298611	0.0348324248040629	0.0243993259	0.0813144084	-0.0724709343	-0.0992507109	-0.0402479636	-0.0357134674	-0.0057346325	-0.0065396118	-0.1155288577	-0.0596563065	-0.0361662758	-0.0254922304	-0.0022287959	-0.0455309227	0.0743939198	0.0992211246	-0.0240065163	-0.0088445818	0.0072910367	-0.1424221602	-0.0656977157	0.0404166819	0.0032431763	-0.0134930254	0.0966839439	0.1227578191	-0.0548643365	0.008335587	-0.000262857	0.0795079384	-0.0939282029	-0.0690649982	-0.00971324	-0.0429272726	-0.1218557067	0.0556577534	-0.0147329431	0.0465259132	0.0427221715	0.031504483	0.0347269252	-0.0951279294	-0.1041460858	0.0147698352	-0.0452194492	-0.0415169206	0.0475802655	0.0073466202	-0.045076464	0.0075934136	0.0391735525	0.0091224046	0.0226924255	0.0590980639	-0.0438757341	0.050137674	0.1356657355	-0.0372162906	0.0088525959	0.1203256845	-0.0191595512	0.0233923632	-0.1560701617	0.0587811965	0.0969773176	-0.0694882551	-0.0157274967	-0.033851922	0.0964191523	-0.0829777325	0.0588364103	0.0008933353	0.0011744185	-0.0496147174	0.1195507118	-0.0327473102	0.0463036959	-0.0931860301	-0.0046317959	-0.030667642	0.0168976204	0.1142132008	-0.0570677478	-0.0403717705	0.1493704657	0.0294872437	0.0554882199	-0.0704041276	0.0259980452	0.0561227892	0.0981258004	-0.0134144101	0.0230624372	0.0887956303	0.0765143877	0.0960951833	-0.131760341	0.005713899	-0.0913557236	0.0197976835	-0.1588364052	0.0484502216	-0.0770264064	-0.0384359911	-0.0518414476	-0.0509369248	-0.0633598688	0.0928099836	0.0782337719	0.060711027	-0.0727491821	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	0.0766716287894269	-0.0006062662176304	0.0058785386612236	3.675587266399821e-07	0.2189486227902364	-0.0050070045777913	2.507009484202383e-05	0.0479384994217412	0.0017414235745079	0.0210269001124743	0.0004421305283399	3.032556065851872e-06	-0.0031669265300252	0.000620022336296	1.0029423646577454e-05	3.844276975060741e-07	-0.0001600908913765	-5.92869565416e-05	2.5629093501722325e-08	3.514943215965567e-09	0.0010047498181943	-0.0002120632156016	4.4970807411290745e-08	1.0095221971614788e-06	0.0
