global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
719.250409915531	n/a	n/a	517321.1521636594	954.5725745700654	n/a	n/a	911208.8001213232	570.6723265855933	n/a	325666.904330614	n/a	604.553716806265	653.5571253980909	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0007556165725617	n/a	5.709564047298908e-07	n/a	-0.0545581195739117	n/a	0.0029765884114412	n/a	-0.4738662257312853	n/a	0.2245491998888134	n/a	-0.002038470293319	n/a	4.1553611367440495e-06	n/a	0.0014200477219938	n/a	2.016535532739781e-06	n/a	-4.505297070156954e-05	n/a	n/a	2.0297701690364833e-09	0.0	0.0	0.0	0.0	0.0
568.4502792229229	-150.80013069260815	22740.6794169077	323135.71994861896	688.1909366789318	-266.38163789113355	70959.177005563	473606.7653270256	472.55813236469584	-98.11419422089745	223311.18846400935	9626.395107615986	488.4581037769267	507.8571321283068	15.384629	316.917358	0.7226756723858174	0.5103243060858612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0001004488930504	0.000856065465612	1.0089980115050697e-08	7.328480814136614e-07	0.0506282202010908	0.1051863397750025	0.0025632166807301	0.0110641660752622	0.0201012417458841	0.4939674674771694	0.0004040599197264	0.2440038589258084	-0.0009580457488063	0.0010804245445126	9.17851656805824e-07	1.1673171963854749e-06	0.0003498769002845	-0.0010701708217093	1.2241384535268998e-07	1.1452655876379584e-06	0.0002576676564371	0.0003027206271386	9.16397780952294e-08	6.63926211737874e-08	1.0	0.0	0.0	0.0	0.0
550.4753877538369	-17.974891469085946	323.09672332541874	303023.1525227371	638.8170229593912	-49.37391371954061	2437.7833559846404	408087.1888226994	467.5372556250341	-5.02087673966173	218591.0853973885	25.20920323487621	476.530648613482	472.7102782045092	2.362395	48.664413	0.2318837075786175	0.1143090328682762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0115071003397986	-0.011607549232849	0.0001324133582301	0.000134735199193	-0.0323252073794577	-0.0829534275805485	0.0010449190321249	0.0068812711473613	0.0759437776055165	0.0558425358596324	0.0057674573569961	0.0031183888112343	0.0001999999941305	0.0011580457429368	3.9999997652200033e-08	1.3410699427340453e-06	0.0001360000015464	-0.0002138768987381	1.84960004206208e-08	4.5743327813827485e-08	-1.3599999752736858e-08	-0.0002576812564368	6.639962991887504e-08	1.849599932744426e-16	0.0	1.0	0.0	0.0	0.0
547.0174347343343	-3.457953019502611	11.957439085087223	299228.0739033317	626.6516710008893	-12.1653519585019	147.99578827422604	392692.3167682068	467.27375050489815	-0.2635051201359601	218344.7579109138	0.0694349483378668	474.962654194718	457.47558208874295	1.232473	25.388458	0.0905299311570738	0.0440526790109503	-0.0859311427	-0.0654442761	0.0885954889	-0.0543686994	0.0176315413	-0.0209326835	-0.0941725846	-0.0961168787	0.1606439568	-0.0722066648	0.0378255355	0.0551262478	0.0204534018	0.0193963833	0.0888145578	-0.0291694476	-0.0667299682	0.0832848613	0.1013918449	-0.0102979828	0.0026217653	-0.0020875612	0.0484404464	-0.0112704882	0.1446085892	-0.0294906861	0.1007071529	-0.096270214	0.0587074206	-0.0517949341	0.0532308012	-0.0587467798	0.0577324129	-0.0070145758	0.0015057699	0.1744043986	-0.035100793	0.0925211386	-0.0068776275	0.1426046664	-0.0363700552	0.0366226969	-0.0810640155	0.1047401801	-0.0037644653	0.0651140235	-0.1156803906	0.0686191086	-0.0318189716	0.0675757871	-0.0594956114	0.0662398454	-0.1196361293	-0.033705065	0.0673599975	-0.0248233479	0.0259707214	0.0088817218	-0.0384748839	-0.13809766	0.0322795326	-0.0127992897	0.0144463996	-0.0720359616	0.0449990889	-0.0318148167	0.0117187645	-0.0513455193	0.1974267405	-0.0477697106	0.0631994783	-0.0526515367	0.1337471203	-0.1130461242	0.1502452271	-0.0285142918	0.0052261199	-0.0491092085	0.059849547	-0.1656639005	0.1068027696	0.0111003556	-0.02040623	0.1269479459	-0.1036140447	0.1244783365	-0.0394015114	0.1849771052	-0.0535801483	0.103562106	-0.0756081808	0.0838267049	-0.0109404469	0.0381276692	-0.0168349475	0.0238432682	-0.0476939328	0.1571384837	-0.1209030365	-0.0133799579	-0.1087256267	0.0521622675	0.0225881972	-0.0030849484	0.0562234035	-0.047340281	0.0357663639	-0.0143821935	0.0469806755	-0.0393463968	0.0022470474	-0.05557717	0.0098810655	-0.0359512796	0.0251674792	-0.0479981128	0.051739765	-0.0092204476	0.1487985674	-0.0019242674	0.0407372191	-0.1389844883	0.0741976297	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0175647116647468	-0.0060576113249481	0.0003085190958656	3.669465496414068e-05	-0.0128403565119441	0.0194848508675136	0.0001648747553538	0.0003796594133292	0.0445047056195804	-0.0314390719859361	0.0019806688222855	0.0009884152473368	7.103343864882865e-05	-0.0001289665554816	5.045749406276904e-09	1.6632372432807015e-08	0.0005579951579612	0.0004219951564148	3.113585963081446e-07	1.7807991203755158e-07	-0.0001200198276768	-0.000120006227677	1.4401494681275304e-08	1.4404759035568766e-08	0.0	0.0	0.0	0.0	0.0
547.5504878719211	0.5330531375867622	0.2841456474910916	299811.53676877875	625.0407673517863	-1.6109036491030793	2.5950105666936167	390675.96085170977	467.29797086332894	0.0242203584307958	218367.3935729846	0.0005866257625162	473.8116403473467	461.3931129881314	0.929149	19.1401	0.1131455451741466	0.0727003999468588	-0.0128747047	0.0155928428	-0.0191243285	0.0357401229	-0.1352705001	-0.0484519771	-0.0718747093	0.006080715	-0.0245412417	-0.0220568327	-0.1167106176	-0.0520726549	-0.0931935159	-0.108941212	0.0274881522	-0.0494982847	-0.0812744655	-0.0523832201	0.0974882405	0.067986347	-0.00108411	0.0134908018	0.0014490732	0.040496814	0.0449477551	-0.0067924851	0.0372029467	-0.0324172182	0.0108416872	0.04672827	0.0131441111	-0.0889412504	0.061504338	0.0913446109	0.0038124705	-0.06976303	0.0639430418	0.0272857026	0.120947868	0.0958470054	-0.044561471	0.0665126501	-0.0577306044	-0.0075580022	0.0635008185	0.1553417374	-0.0091318241	0.0421675151	-0.1093012397	-0.0332260029	0.023664404	0.0014929377	-0.151189475	-0.0276970873	-0.0257292365	0.0854479182	-0.0208119043	0.0362529321	-0.0220565651	-0.0009795007	0.0328472486	-0.1318636475	-0.0367780268	-0.0372651284	0.0056904378	0.0607266096	-0.0178306721	-0.0617450186	-0.0542260062	-0.0281002115	-0.0148617883	-0.1523254126	0.0595130589	-0.0608862408	-0.0186704126	0.0057120906	-0.0244861304	-0.0614199525	0.02023869	-0.1155233883	0.0126490461	0.0525855214	0.0976262305	0.0179581103	0.0594371771	0.0285721579	0.0852662953	0.0369957721	0.0065964031	0.045153629	-0.0803720551	-0.0080297625	0.0198222529	-0.0495283274	-0.0922010949	0.0657688365	-0.027919068	0.1571179579	0.0883935564	-0.1083466874	0.0315069781	0.0246384334	-0.0292807656	-0.0275631054	0.0780756484	-0.0454523431	-0.00261079	-0.0797949839	-0.0094171926	-0.011669409	-0.0676280974	0.0705774228	0.0233289513	0.0209099453	-0.0152476304	-0.0430434132	-0.0366648428	-0.0777292378	0.079659477	-0.0446243841	0.0043527125	-0.1261755922	-0.0126481042	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0200829270878841	-0.0025182154231373	0.0004033239604172	6.341408917326572e-06	0.0552206982944341	0.0680610548063782	0.0030493255201249	0.0046323071813568	0.0633727968534856	0.0188680912339051	0.0040161113810331	0.0003560048668109	0.0001340000056823	6.296656703347136e-05	1.7956001522856437e-08	3.964788563980642e-09	0.0002669999894568	-0.0002909951685044	7.12889943699313e-08	8.467818809290418e-08	-1.7889000153084462e-08	0.0001200019386766	1.4400465286153729e-08	3.200163264770559e-16	0.0	0.0	0.0	0.0	0.0
547.8313239733867	0.2808361014656384	0.0788689158864183	300119.1595264338	623.5003017243885	-1.5404656273977937	2.3730343491940773	388752.62625040347	467.5109986842823	0.2130278209533571	218566.533890775	0.0453808525001355	474.2743162969696	459.8907240731376	0.930401	19.165903	0.1498171753005288	0.1026616367264822	0.0824053724	-0.0516396972	0.0774626643	0.0268580482	0.0682201029	-0.0583397695	-0.0140003875	-0.1002468155	0.0420489264	0.008493918	0.0202022506	-0.0323642793	-0.0074020584	-0.0018999325	-0.0130838903	-0.0090983966	-0.0260359144	-0.0403400322	0.0718870481	-0.0002523355	-0.0674537635	0.0228411842	0.0515568437	-0.0936012391	0.1553103364	0.047251211	0.0015065508	-0.0256604024	0.1573472664	-0.0599736441	-0.1123669477	-0.0535005897	-0.026505153	0.0104855103	0.0127323515	-0.0900087291	0.1238680967	0.1042221608	0.034117919	0.0599461036	-0.0008868661	0.0312158816	0.0750624897	0.0619248333	-0.0424670107	0.0171914198	-0.0164709987	-0.105733951	-0.0629485227	-0.0206088633	0.1570195122	-0.075409222	0.0569306734	-0.001618704	-0.0656204196	-0.0146929087	-0.0149485316	-0.0194337818	-0.0436880059	0.0238500571	-0.011781234	-0.0807343143	0.0184956261	0.0114539555	-0.0419310149	-0.0790126381	0.0503694587	-0.0207364906	0.0832303008	0.0630324043	0.02873444	-0.1422208354	0.1518042836	-0.1838752283	-0.0368864204	0.0403140804	-0.0864949242	-0.0771376666	0.0992631034	0.1058132197	-0.0290140103	-0.0386261544	0.1393731247	0.0861383028	0.0437891407	0.0333420294	-0.0248853777	-0.0635756769	0.070370132	-0.0761098856	-0.030488972	-0.0447896074	-0.0236070064	-0.0317098459	-0.1407945921	0.0033376088	-0.0095901883	-0.0435329668	0.0224141258	-0.0231963027	-0.0229590778	-0.0126733815	0.1369688048	0.0159780688	0.1020048688	-0.0482483135	0.0540058203	0.0206490789	-0.0077808574	-0.0769780061	-0.0366266329	0.0156140941	0.0169067086	-0.0328504253	0.0363123414	-0.0175086681	0.0442134922	0.0019300222	0.0932815863	-0.046858839	0.0781122806	-0.0858274057	0.0347019453	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0277660888819326	-0.0076831617940485	0.0007709556917993	5.903097515352659e-05	-0.0438239908689581	-0.0990446891633922	0.0019205421756825	0.0098098504514729	0.0669593033490443	0.0035865064955587	0.0044835483049893	1.2863028842684807e-05	0.0007380038683441	0.0006040038626617	5.446497096908556e-07	3.648206661103745e-07	0.0001359797681717	-0.0001310202212851	1.8490497352029277e-08	1.716629838559657e-08	-5.505016200384161e-05	-5.503227300368853e-05	3.028551071952505e-09	3.030520336649206e-09	0.0	0.0	0.0	0.0	0.0
547.209087372347	-0.6222366010397309	0.3871783876734772	299437.78530287684	623.6295908519199	0.1292891275314787	0.0167156784978509	388913.8665861331	467.4540694471429	-0.0569292371393999	218513.3070426943	0.003240938041274	473.9333303638732	462.5770945583071	0.994241	20.480968	0.1264222396667616	0.0841734726273412	-0.1066179969	-0.0588461771	0.0207519202	0.0966360282	-0.0551673612	-0.0695112328	-0.0335180131	0.0905763906	0.0702213824	-0.0859967197	-0.0183686404	0.0248637721	-0.0083112373	-0.0958908389	-0.0962229504	-0.0228300061	-0.042848922	0.0952116183	0.0554983825	0.0900611836	-0.0269228078	-0.0971874054	0.0912753353	0.0434310887	0.0700863549	-0.0924542291	0.0848239094	-0.0149714048	-0.0200125189	0.0010745788	-0.0938974717	-0.1300430911	0.0243252956	0.0222490298	-0.035403615	-0.021834623	-0.0064764004	0.0950957586	-0.0375053896	0.0258999177	-0.0265991388	0.0263586787	0.1084849768	0.0019080455	-0.0283917059	0.0054322188	0.0350943965	-0.0012961145	0.1051565974	-0.0511066318	-0.0157213066	0.0599613954	0.0154255635	-0.0310425814	0.1233760771	0.0347193857	0.0167676923	-0.0665383046	-0.0236879017	-0.1407392784	-0.0157003703	-0.0407004849	-0.1005750279	-0.0256378743	0.021068534	-0.0023113832	0.0364329887	-0.0684462371	-0.0744440949	-0.0778708819	-0.0975732713	-0.1835447534	0.1295796347	-0.0649361953	-0.0448663473	0.0674839029	-0.0275142066	-0.0586720535	-0.0216657814	-0.023056237	0.0050661633	-0.0304419344	0.0120591316	-0.0257806801	-0.0084395799	-0.0177677022	-0.0263588139	0.0358666439	0.0059147687	0.0048190257	0.0773288919	-0.0429384949	-0.1279562132	-0.0091881468	0.035807015	-0.1373266939	0.0077263144	-0.0750374608	-0.056436932	-0.0405877142	-0.0836159194	0.0871707725	-0.0256246242	-0.0104998692	0.0956856891	-0.0581913164	-0.0128770642	-0.0798088141	-0.012049528	-0.0004134002	-0.0230100122	0.066020673	0.0447255508	-0.0134073564	0.0442690151	-0.0504407211	0.0015111007	-0.0765641056	0.136743527	-0.0932872726	0.0566761041	-0.160842302	0.0026425312	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0278851490395908	-0.0001190601576581	0.0007775815369601	1.4175321141595364e-08	0.0337962282161328	0.0776202190850909	0.0011421850416369	0.0060248984108175	0.0350785043224917	-0.0318807990265526	0.001230501465503	0.0010163853465714	0.0004569999597754	-0.0002810039085687	2.088489632347172e-07	7.89631966308863e-08	0.0001360000015466	2.0233374900015252e-08	1.8496000420675203e-08	4.093894598445673e-16	-3.1075998242340334e-08	5.501908600559927e-05	3.0270998248915293e-09	9.657176667579397e-16	0.0	0.0	0.0	0.0	0.0
547.447512184644	0.238424812297012	0.0568463911188654	299698.77859715594	622.185937336513	-1.443653515406936	2.0841354725468046	387115.3406193153	467.7702065246476	0.3161370775047203	218808.9661121115	0.0999426517732255	474.0118151798805	462.2713480148997	1.089444	22.442129	0.075642968873676	0.0396160573780007	0.068134501	0.0252686399	-0.0032197825	-0.0171404311	-0.0146874439	-0.046535233	0.0064675491	-0.1478787368	-0.020989165	0.0750603542	-0.0121088942	-0.0285111146	-0.0653644531	0.0113399851	0.0100301552	0.0881525739	-0.0272082629	-0.1010712561	0.0869821555	-0.1077215367	0.061693215	-0.0399706292	-0.0192762891	0.0291944083	0.0045410635	-0.114919481	0.1367919931	0.0001481224	0.0429760747	-0.0141076457	0.0176854858	-0.0020252978	-0.0391955364	0.0701932088	-0.0601652294	0.0159293205	-0.1270531674	-0.0096362328	-0.064619529	0.0922568114	0.0559144335	-0.0162362076	0.0381813725	-0.028000208	-0.0476204606	-0.0339542422	-0.1582492902	0.0103876462	0.0317929221	0.0227349249	-0.071863143	-0.0377570664	-0.0277371698	-0.0183277129	0.1171557279	0.1197590019	-0.0862096697	0.0199199289	0.0903653119	0.0907021596	0.022360824	-0.0996995236	0.1301939346	0.0182659158	0.0460762991	0.0189216716	0.0050713156	-0.0202192077	-0.0021623053	0.0207005292	-0.0747041776	-0.1420583378	-0.016239603	-0.0556540741	-0.0525344987	0.0018837427	0.0157173552	0.0929475019	-0.0210236792	0.0732619819	0.0371599442	0.0913303238	-0.0344311709	-0.0487232612	-0.0449878291	0.0529137794	0.0203302116	0.008052227	0.0749673261	-0.0028342102	0.1387061626	-0.07151033	0.0928665021	0.0404214946	0.109336785	-0.0920912238	-0.1045624689	0.0048894188	-0.0034452599	-0.0948740551	0.080644252	-0.0190657223	0.0035428632	-0.0103075395	0.0219639664	-0.0143147331	0.0990306174	0.0231554251	-0.0152575743	-0.0734850122	-0.0364071052	-0.0110574895	0.0195419604	0.0284753423	0.038020949	-0.0674810924	-0.0244810014	-0.0633348119	-0.0357065676	-0.0097845675	-0.0062150205	-0.0338144308	-0.0655144709	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.017263948696339	0.0106212003432518	0.0002980439245898	0.0001128098967314	0.0104527527103215	-0.0233434755058112	0.0001092600392231	0.0005449178486904	0.0612562498818576	0.0261777455593658	0.0037523281495885	0.0006852743625709	0.0002059999979814	-0.000250999961794	4.24359991683368e-08	6.300098082058947e-08	0.0001949999980592	5.899999651259999e-05	3.8024999243088e-08	3.4809995884868103e-09	-2.008499990097405e-08	1.0990998341366283e-08	1.2080204453991641e-16	4.034072210221276e-16	0.0	0.0	0.0	0.0	0.0
547.3858105446551	-0.0617016399888825	0.0038070923773176	299631.22558562906	621.8625030063447	-0.3234343301683111	0.1046097659314241	386712.972645316	467.2788047590805	-0.4914017655671046	218349.48137707487	0.2414756952024676	473.76991267925234	457.5090862546649	0.966415	19.907782	0.1148513717204237	0.0795691414327158	0.0399990405	-0.0679199828	0.0816435414	0.0072948375	0.0100451275	-0.0658988089	0.0151110527	0.0620424474	0.0274658934	-0.0229260496	-0.054990621	-0.0486694237	-0.0005269131	-0.0829934679	-0.1476531712	-0.0132555658	-0.0386525889	0.0406780727	-0.0262377075	-0.0015904633	-0.0751916382	0.0353866216	0.1035220911	-0.0404470759	0.0490968024	-0.0724674539	0.0212139233	0.1239955618	0.0752290524	0.0359958135	-0.0350628778	0.1111670256	-0.0961012441	0.0021738184	-0.1245444808	-0.037477214	0.0149231695	-0.0225762955	0.1042521414	0.0505142635	0.0813805211	0.0001522816	0.0167175975	-0.0325339935	0.0822406996	0.0040784431	-0.0546032333	-0.0346690608	-0.0324712663	-0.0377035615	0.0355866923	-0.0146513612	0.0256559114	-0.002374599	-0.0228535476	-0.048256883	0.0056899008	0.0526550786	-0.0263906197	-0.0214379871	0.0279997343	-0.0142182414	-0.0329544827	0.0289407384	-0.1250357507	-0.1036859472	0.0526243857	-0.0493975339	-0.0132220754	0.0859601895	-0.0767186161	-0.037679911	-0.0479018068	-0.014968547	0.0365791904	0.0290764116	0.1373953523	0.0483113953	0.0227190832	0.095783831	0.1199831862	0.1148882128	0.0252594201	0.0457116609	0.0404782007	0.048890739	0.0645469309	-0.0587472306	-0.0469030186	-0.0752772201	-0.0211131488	-0.0552625189	0.0561653306	-0.0469067979	-0.0429525662	0.0203870608	-0.0154987151	-0.0319382089	0.0592797273	0.0241989745	-0.056957891	0.0085710001	0.1150334839	0.0152685375	0.0533160654	-0.0217695414	0.0547007604	-0.0363261423	0.127900741	-0.0512228169	-0.0036734663	0.0796815185	0.0265643174	0.0093613993	0.0014747279	0.0985930879	-0.0516795231	0.0143261975	0.0510644385	-0.0260384659	-0.0407407568	-0.0011307418	0.035634767	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0169542158612188	0.0003097328351202	0.0002874454354688	9.593442915159837e-08	-0.0610717355374248	-0.0715244882477463	0.0037297568815531	0.005115752419102	0.0267400872918273	-0.0345161625900303	0.0007150322683745	0.0011913654799414	0.0003279999925459	0.0001219999945645	1.0758399511011047e-07	1.4883998673738032e-08	0.0002429999974458	4.799999938660002e-05	5.904899875865882e-08	2.3039999411136023e-09	-3.985199933983077e-08	-1.976699943885672e-08	3.907342668157619e-16	1.5881818513818725e-15	0.0	0.0	0.0	0.0	0.0
547.036486033702	-0.3493245109531244	0.1220276139526395	299248.91705210065	623.3620391119094	1.4995361055647436	2.2486085318922777	388580.23180575774	467.1069650699955	-0.1718396890850044	218188.916816902	0.029528878744831	473.5754449980961	461.41124296188354	0.964448	19.867262	0.2260896532570151	0.1496677487528331	-0.0786052318	-0.0646054174	-0.0026289028	0.106722375	-0.0449036322	-0.0181971647	-0.0264175179	0.0470268416	0.0496650264	0.1046928987	-0.0787213041	0.0500598177	-0.0374151394	0.0110313388	-0.0020971064	-0.0294711505	-0.0941499463	0.0196116085	0.0740113155	0.0451981116	0.0450168147	-0.0168695282	-0.0535477732	-0.0061451274	-0.1356602368	-0.0480598348	0.0386710128	0.0513504312	0.0054073874	-0.0014356885	-0.0555117267	0.0385761695	-0.0800363332	-0.0317803941	-0.1523589829	0.0169245451	0.0535758011	0.0366735645	-0.0128187482	0.047307428	-0.0529643755	-0.0143486176	0.1485888666	0.010334255	-0.1284015623	-0.095293071	0.023354121	0.1665925157	-0.0779315413	-0.0502639374	0.0471179273	-0.0723072547	-0.0796500202	0.0286931082	-0.0116209196	0.0896639426	0.0192977938	0.0042315566	-0.1629461687	-0.0432512522	0.0454001565	-0.1185612927	-0.0236513126	0.0692592625	0.0997767891	0.0892958769	0.0351993766	0.0034232052	-0.0730932037	0.0274973807	-0.0365142956	0.0209659078	-0.0262941665	0.0096514689	-0.1014071065	0.1326726287	0.0330992534	0.069381866	-0.0309772605	0.1140142517	-0.010945213	-0.0234890863	0.0014444422	-0.0615720874	-0.0056742948	0.0478783692	-0.1147552491	-0.0418108722	0.0526847558	-0.0868972874	0.1126211506	-0.1185202912	-0.0393020343	0.0259090023	-0.0663549606	0.0802141751	0.0726907575	0.1579434665	-0.0789900012	-0.0841966008	-0.060527121	0.0862829605	-0.0306071905	-0.0510413567	0.096804913	0.0047648671	0.0265697011	0.0303887287	-0.1009368676	-0.0290709007	-0.0346800265	0.1136128261	-0.0777573794	-0.0898903898	-0.0505219065	-0.0026802407	-0.0150563747	-0.0330684847	0.1194307526	-0.0557291967	0.0878962646	-0.1465105904	-0.0968804166	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0260779438559808	-0.009123727994762	0.0006800591557556	8.324241252240382e-05	0.0789925680461323	0.1400643035835571	0.0062398258065228	0.0196180091383468	0.0691452203079663	0.042405133016139	0.0047810614914371	0.0017981953061164	0.0007899919408012	0.0004619919482553	6.240872665308467e-07	2.1343656025272787e-07	0.0001360478653114	-0.0001069521321344	1.8509021655788837e-08	1.143875856809416e-08	0.0001209458408621	0.0001209856928614	1.4637537877162652e-08	1.462789642184042e-08	0.0	0.0	0.0	0.0	0.0
